City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
iralaya,15.0,-83.2333,301.33,62,1,5.01,HN,1681159901
lata,40.1629,-8.3327,283.63,96,63,0.96,PT,1681159901
floro,61.5996,5.0328,283.13,53,100,8.75,NO,1681159720
nelson bay,-32.7167,152.15,286.48,70,0,4.92,AU,1681159902
rockhampton,-23.3833,150.5,288.09,88,2,0.0,AU,1681159902
onverwacht,5.5833,-55.1833,303.15,59,40,3.6,SR,1681159903
caravelas,-17.7125,-39.2481,297.98,86,78,5.8,BR,1681159904
schweinfurt,50.05,10.2333,285.17,67,100,4.64,DE,1681159904
torbay,47.6666,-52.7314,278.08,78,75,3.09,CA,1681159905
saint-michel-des-saints,46.6834,-73.9159,283.5,81,42,5.76,CA,1681159868
tiznit,29.5833,-9.5,295.6,26,1,0.68,MA,1681159906
guatire,10.4762,-66.5427,300.83,68,96,1.15,VE,1681159906
kavaratti,10.5669,72.642,301.15,72,71,2.05,IN,1681159608
pakdasht,35.4752,51.6807,295.15,23,99,2.47,IR,1681159908
muisne,0.6,-80.0333,300.97,75,49,3.05,EC,1681159908
moustheni,40.8667,24.1167,283.44,85,100,1.04,GR,1681159909
arman,59.7,150.1667,263.94,76,100,4.37,RU,1681159909
marsabit,2.3284,37.9899,294.14,65,71,5.86,KE,1681159910
presidencia roque saenz pena,-26.7852,-60.4388,303.03,31,0,1.62,AR,1681159910
ayorou,14.7308,0.9174,307.36,13,47,8.63,NE,1681159911
tuatapere,-46.1333,167.6833,286.66,98,100,1.91,NZ,1681159814
carutapera,-1.195,-46.02,297.87,92,89,1.91,BR,1681159912
fukue,32.6881,128.8419,290.26,75,100,6.53,JP,1681159912
verkhnyaya inta,65.9811,60.3094,269.49,95,100,8.34,RU,1681159912
nizwa,22.9333,57.5333,296.99,47,8,2.02,OM,1681159913
yerbogachen,61.2767,108.0108,248.14,100,90,1.5,RU,1681159623
ardmore,34.1743,-97.1436,296.4,49,75,2.57,US,1681159914
ancud,-41.8697,-73.8203,287.25,99,97,3.95,CL,1681159687
harper,4.375,-7.7169,300.12,82,100,2.37,LR,1681159915
sande,53.5049,8.0142,284.38,94,100,8.0,DE,1681159915
faanui,-16.4833,-151.75,301.24,71,96,5.57,PF,1681159915
tecpan,14.7623,-90.9947,294.05,29,49,3.53,GT,1681159676
north las vegas,36.1989,-115.1175,304.63,12,0,5.14,US,1681159871
portland,45.5234,-122.6762,283.44,94,100,1.54,US,1681159631
warwick,41.7001,-71.4162,293.55,44,40,6.69,US,1681159911
mayo,38.8876,-76.5119,293.67,36,0,5.66,US,1681159918
mujiayingzi,42.1167,118.7833,274.42,14,0,10.99,CN,1681159918
awjilah,29.1081,21.2869,289.02,57,100,6.81,LY,1681159918
omsukchan,62.5333,155.8,258.5,94,99,4.11,RU,1681159919
nyurba,63.2842,118.3319,250.44,100,100,0.69,RU,1681159920
whitehorse,60.7161,-135.0538,276.54,35,75,7.2,CA,1681159657
fortuna,40.5982,-124.1573,291.68,80,70,5.01,US,1681159921
middelburg,-25.7751,29.4648,286.77,89,100,1.29,ZA,1681159921
chauk,20.8833,94.8167,302.21,42,0,1.58,MM,1681159921
banikoara,11.2985,2.4386,306.32,13,100,1.68,BJ,1681159922
san rafael,-34.6177,-68.3301,296.67,44,100,2.83,AR,1681159838
fairbanks,64.8378,-147.7164,261.53,59,100,0.89,US,1681159767
farah,32.5,62.5,293.95,26,9,1.56,AF,1681159924
pionerskiy,54.9508,20.2275,275.06,77,9,2.96,RU,1681159924
hasaki,35.7333,140.8333,287.37,71,0,8.59,JP,1681159676
nizhniy tsasuchey,50.5167,115.1333,266.57,52,100,14.22,RU,1681159925
plouzane,48.3833,-4.6167,283.18,79,20,7.2,FR,1681159925
los cedrales,-25.65,-54.7,303.31,68,5,1.6,PY,1681159926
yelizovo,53.1873,158.3805,274.23,74,75,2.0,RU,1681159926
pangnirtung,66.1451,-65.7125,258.15,72,0,1.54,CA,1681159927
mazagao,-0.115,-51.2894,304.18,90,83,1.78,BR,1681159927
kokoda,-8.8785,147.7407,296.41,89,100,0.98,PG,1681159928
san jeronimo,-11.9472,-75.2829,287.72,63,96,1.49,PE,1681159928
indian head,38.6001,-77.1622,293.84,22,0,4.12,US,1681159929
ulaangom,49.9811,92.0667,265.41,73,42,0.5,MN,1681159929
araouane,18.9048,-3.5265,302.75,13,95,4.85,ML,1681159930
safranbolu,41.2508,32.6942,281.11,91,100,1.15,TR,1681159931
yeppoon,-23.1333,150.7333,288.03,62,1,2.6,AU,1681159931
douglas,41.3,-96.167,296.64,47,75,3.09,US,1681159932
valea chioarului,47.4333,23.4833,281.63,90,60,0.46,RO,1681159932
sierpc,52.8568,19.6691,284.81,73,6,1.95,PL,1681159933
oksfjord,70.2396,22.3479,274.25,88,48,2.27,NO,1681159934
orlik,52.5178,99.825,255.9,93,26,1.44,RU,1681159934
pundaguitan,6.3711,126.1689,300.41,77,100,2.0,PH,1681159935
xiuyan,40.2928,123.2744,281.26,93,99,0.66,CN,1681159935
kouqian,43.6391,126.4578,283.47,77,98,7.33,CN,1681159936
bonfim,3.0833,-59.95,309.17,27,98,2.67,BR,1681159936
payson,40.0444,-111.7321,296.09,28,62,0.89,US,1681159937
meulaboh,4.1363,96.1285,297.73,88,78,1.04,ID,1681159937
edinburg,55.9521,-3.1965,280.25,70,10,0.89,GB,1681159886
kedrovyy,56.1667,91.8167,276.41,70,100,5.52,RU,1681159938
sumkino,58.1108,68.3244,267.83,59,37,4.73,RU,1681159939
isangel,-19.55,169.2667,301.24,76,3,1.94,VU,1681159939
kabare,-2.4683,28.8242,289.4,96,83,0.2,CD,1681159940
bilma,18.6853,12.9164,301.71,17,85,7.25,NE,1681159940
flin flon,54.7682,-101.865,286.06,30,20,10.29,CA,1681159669
dalbandin,28.8947,64.4101,297.94,22,88,1.81,PK,1681159942
channarayapatna,12.9044,76.3917,296.9,52,10,1.93,IN,1681159943
visnes,59.3556,5.2242,281.18,76,100,8.75,NO,1681159943
korla,41.7597,86.1469,285.71,27,96,2.23,CN,1681159944
puerto palomas,31.7667,-107.6167,301.18,17,0,6.76,MX,1681159944
abha,18.2164,42.5053,290.05,59,0,0.0,SA,1681159945
trairi,-3.2778,-39.2689,297.4,94,100,0.96,BR,1681159930
rocha,-34.4833,-54.3333,293.64,74,30,2.89,UY,1681159945
krasnoselkup,65.7,82.4667,252.61,97,100,5.68,RU,1681159946
kjollefjord,70.9457,27.3465,276.18,100,75,7.72,NO,1681159946
domoni,-12.2569,44.5319,299.18,85,38,1.53,KM,1681159947
mega,4.05,38.3,290.41,73,86,4.54,ET,1681159947
zatoka,46.0725,30.4654,283.31,80,100,7.46,UA,1681159948
axim,4.8699,-2.2405,300.53,82,100,3.66,GH,1681159948
richards bay,-28.783,32.0377,294.13,88,100,3.86,ZA,1681159948
rincon,32.296,-81.2354,294.77,39,75,5.14,US,1681159949
kabompo,-13.5927,24.2008,291.58,85,40,1.4,ZM,1681159949
salalah,17.0151,54.0924,301.2,74,20,2.06,OM,1681159950
les cayes,18.2,-73.75,301.2,63,0,3.93,HT,1681159950
coracao de maria,-12.2333,-38.75,298.52,70,65,4.31,BR,1681159951
ouadda,8.0777,22.4007,297.91,66,100,2.76,CF,1681159951
margate,51.3813,1.3862,282.54,74,12,2.24,GB,1681159711
solnechnyy,50.7214,136.6319,274.03,83,92,1.0,RU,1681159659
taikang,46.8333,124.4167,277.57,42,100,4.31,CN,1681159952
te anau,-45.4167,167.7167,284.74,95,100,0.44,NZ,1681159953
gat,31.61,34.7642,293.93,100,20,6.25,IL,1681159953
agadir,30.4202,-9.5982,300.4,51,1,1.18,MA,1681159954
tarko-sale,64.9225,77.785,254.32,92,100,7.77,RU,1681159954
bam,29.106,58.357,296.36,14,0,3.77,IR,1681159955
usukhchay,41.4225,47.9132,284.46,84,85,3.32,RU,1681159955
nata,8.3333,-80.5167,304.08,40,60,8.46,PA,1681159956
seymchan,62.8833,152.4333,257.46,85,100,3.71,RU,1681159956
tsiroanomandidy,-18.7667,46.0333,291.58,92,4,0.67,MG,1681159957
magadan,59.5667,150.8,262.9,77,97,3.49,RU,1681159957
san lawrenz,36.0553,14.204,287.51,66,25,1.79,MT,1681159957
saint-georges,12.0564,-61.7485,301.97,74,20,10.29,GD,1681159958
hay river,60.8156,-115.7999,276.14,87,100,7.72,CA,1681159958
la asuncion,11.0333,-63.8628,309.0,46,12,8.23,VE,1681159959
grindavik,63.8424,-22.4338,279.12,93,75,3.09,IS,1681159959
kongwa,-6.2,36.4167,292.12,87,68,1.88,TZ,1681159960
hamilton,39.1834,-84.5333,295.9,22,0,3.6,US,1681159960
kpandu,6.9954,0.2931,301.57,68,100,0.84,GH,1681159961
lima,-12.0432,-77.0282,299.29,65,20,6.69,PE,1681159720
kasungu,-13.0333,33.4833,291.09,97,76,1.91,MW,1681159962
ponta do sol,32.6667,-17.1,293.5,72,1,3.59,PT,1681159962
bud,39.447,-86.1758,295.32,26,46,0.49,US,1681159962
chulym,55.0997,80.9572,274.56,95,87,5.86,RU,1681159963
dunedin,-45.8742,170.5036,286.68,95,100,2.43,NZ,1681159963
san jose,37.3394,-121.895,302.33,42,0,4.92,US,1681159762
molepolole,-24.4066,25.4951,289.23,70,56,1.1,BW,1681159964
coos bay,43.3665,-124.2179,283.88,97,100,0.0,US,1681159843
lasa,46.6166,10.7002,282.64,64,100,0.61,IT,1681159965
impfondo,1.6381,18.0667,296.3,91,98,0.45,CG,1681159965
esso,55.9333,158.7,271.08,93,100,1.21,RU,1681159966
atar,20.5169,-13.0499,303.49,20,68,2.64,MR,1681159966
bonnyville,54.2668,-110.735,283.04,48,15,6.63,CA,1681159897
stornoway,58.2093,-6.3865,279.22,92,100,2.06,GB,1681159968
iquique,-20.2208,-70.1431,297.17,71,17,3.98,CL,1681159747
honiara,-9.4333,159.95,298.23,89,100,1.26,SB,1681159969
timbiqui,2.7717,-77.6654,301.59,73,98,2.0,CO,1681159969
santa maria,-29.6842,-53.8069,303.76,40,20,3.6,BR,1681159686
krasni okny,47.5404,29.46,282.3,82,99,3.47,UA,1681159970
pisco,-13.7,-76.2167,299.18,69,0,9.26,PE,1681159970
lensk,60.7253,114.9278,259.54,97,100,0.44,RU,1681159971
pombas,17.1503,-25.0201,295.03,72,52,5.22,CV,1681159971
tyup,42.7276,78.3648,279.01,80,100,1.55,KG,1681159972
mutsu,41.2894,141.2169,282.58,81,67,3.56,JP,1681159972
la ronge,55.1001,-105.2842,285.29,16,20,7.72,CA,1681159973
roald,62.5833,6.1333,283.66,57,0,4.12,NO,1681159973
waitati,-45.75,170.5667,286.87,97,100,1.82,NZ,1681159974
svirsk,53.0858,103.3325,263.16,85,66,2.31,RU,1681159974
shimoda,34.6667,138.95,287.65,77,73,6.86,JP,1681159975
dhemaji,27.4833,94.5833,292.72,67,8,2.76,IN,1681159975
hovd,48.0056,91.6419,271.19,34,11,0.71,MN,1681159976
shetpe,44.1667,52.1167,287.36,53,100,1.67,KZ,1681159976
mahibadhoo,3.7833,72.9667,301.55,74,29,4.52,MV,1681159977
lahij,13.1667,44.5833,298.23,69,0,2.93,YE,1681159978
saint-pierre,-21.3393,55.4781,297.35,88,100,2.06,RE,1681159978
vostok,46.4856,135.8833,277.39,75,92,2.16,RU,1681159980
